承認番号,販売名,原始主成分,標準化成分,同義詞,drugbank_id,映射成功
620577201,イソプロパノール消毒液５０％「昭和」,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ50,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ50,,,False
620577701,イソプロパノール消毒液５０％「ニプロ」,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ50,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ50,,,False
620578101,イソプロパノール消毒液７０％「シオエ」,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,,,False
620578301,イソプロパノール消毒液７０％「ケンエー」,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,,,False
620578601,イソプロパノール消毒液７０％〈ハチ〉,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,,,False
620579302,イソプロパノール消毒液７０％「ヤクハン」,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,,,False
620579501,イソプロパノール消毒液７０％「ニプロ」,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,ｲｿﾌﾟﾛﾊﾟﾉｰﾙｼｮｳﾄﾞｸｴｷ70,,,False
620579817,エタノール（兼一）,ｴﾀﾉｰﾙｶﾈｲﾁ,ｴﾀﾉｰﾙｶﾈｲﾁ,,,False
620579820,エタノール（山善）,ｴﾀﾉｰﾙﾔﾏｾﾞﾝ,ｴﾀﾉｰﾙﾔﾏｾﾞﾝ,,,False
620579827,エタノール「東海」,ｴﾀﾉｰﾙﾄｳｶｲ,ｴﾀﾉｰﾙﾄｳｶｲ,,,False
620579904,消毒用エタノール（兼一）,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙｶﾈｲﾁ,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙｶﾈｲﾁ,,,False
620579908,消毒用エタノール「ＮＰ」,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙNP,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙNP,,,False
620579918,消毒用エタノール「ヤマゼン」Ｍ,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙﾔﾏｾﾞﾝM,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙﾔﾏｾﾞﾝM,,,False
620579926,消毒用エタノール「コザカイ・Ｍ」,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙｺｻﾞｶｲM,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙｺｻﾞｶｲM,,,False
620579930,消毒用エタノール「東海」,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙﾄｳｶｲ,ｼｮｳﾄﾞｸﾖｳｴﾀﾉｰﾙﾄｳｶｲ,,,False
620580017,無水エタノール（山善）,ﾑｽｲｴﾀﾉｰﾙﾔﾏｾﾞﾝ,ﾑｽｲｴﾀﾉｰﾙﾔﾏｾﾞﾝ,,,False
620580024,無水エタノール「東海」,ﾑｽｲｴﾀﾉｰﾙﾄｳｶｲ,ﾑｽｲｴﾀﾉｰﾙﾄｳｶｲ,,,False
620580104,ベンザルコニウム塩化物消毒液１０％〈ハチ〉,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580105,ベンザルコニウム塩化物消毒液１０ｗ／ｖ％「日医工」　１０％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580107,オスバン消毒液１０％,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ10%,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ10%,,,False
620580109,ベンザルコニウム塩化物消毒用液１０％「ＮＰ」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580116,ベンザルコニウム塩化物消毒液１０Ｗ／Ｖ％「ニッコー」　１０％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580119,塩化ベンザルコニウム液（山善）　１０％,ｴﾝｶﾍﾞﾝｻﾞﾙｺﾆｳﾑｴｷﾔﾏｾﾞﾝ,ｴﾝｶﾍﾞﾝｻﾞﾙｺﾆｳﾑｴｷﾔﾏｾﾞﾝ,,,False
620580122,ベンザルコニウム塩化物消毒液１０％「メタル」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580129,ベンザルコニウム塩化物消毒液１０％「東海」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580132,ベンザルコニウム塩化物液１０％「東豊」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｴｷ10,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｴｷ10,,,False
620580135,クレミール消毒液１０％,ｸﾚﾐｰﾙｼｮｳﾄﾞｸｴｷ10%,ｸﾚﾐｰﾙｼｮｳﾄﾞｸｴｷ10%,,,False
620580138,ベンザルコニウム塩化物消毒液１０％「カネイチ」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580140,ベンザルコニウム塩化物消毒液１０％「タカスギ」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580172,ベンザルコニウム塩化物消毒用液１０Ｗ／Ｖ％「ＶＴＲＳ」　１０％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580175,ベンザルコニウム塩化物消毒液１０ｗ／ｖ％「ヤクハン」　１０％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580312,ベンザルコニウム塩化物消毒液５０％「ヤクハン」,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580401,オスバン消毒液０．０２５％,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ0.025%,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ0.025%,,,False
620580407,ベンザルコニウム塩化物消毒液０．０２５日医工　０．０２５％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580409,ベンザルコニウム塩化物消毒液０．０２５ヤクハン　０．０２５％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580501,オスバン消毒液０．０５％,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ0.05%,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ0.05%,,,False
620580509,ベンザルコニウム塩化物消毒液０．０５Ｗ／Ｖ％日医工　０．０５％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580512,ベンザルコニウム塩化物消毒液０．０５Ｗ／Ｖ％ヤクハン　０．０５％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580601,オスバン消毒液０．１％,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ0.1%,ｵｽﾊﾞﾝｼｮｳﾄﾞｸｴｷ0.1%,,,False
620580611,ベンザルコニウム塩化物消毒液０．１Ｗ／Ｖ％「日医工」　０．１％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620580614,ベンザルコニウム塩化物消毒液０．１Ｗ／Ｖ％「ヤクハン」　０．１％,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,ﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｼｮｳﾄ,,,False
620584901,クロルヘキシジングルコン酸塩消毒用液ＥＷ０．５％「ＮＰ」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620587001,クロルヘキシジングルコン酸塩エタノール消毒液０．５％「東海」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620587102,クロルヘキシジングルコン酸塩エタノール消毒液０．５％Ｒカネイチ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620587702,クロルヘキシジングルコン酸塩消毒液５％「カネイチ」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620587801,クロルヘキシジングルコン酸塩消毒用液５％「ＮＰ」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620588302,クロルヘキシジングルコン酸塩消毒液５％「東海」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620588601,クロルヘキシジングルコン酸塩消毒液５％「シオエ」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620588901,ラポテック消毒液５％,ﾗﾎﾟﾃｯｸｼｮｳﾄﾞｸｴｷ5%,ﾗﾎﾟﾃｯｸｼｮｳﾄﾞｸｴｷ5%,,,False
620589201,ネオクレミール消毒液５％,ﾈｵｸﾚﾐｰﾙｼｮｳﾄﾞｸｴｷ5%,ﾈｵｸﾚﾐｰﾙｼｮｳﾄﾞｸｴｷ5%,,,False
620590818,フェノール「東海」,ﾌｪﾉｰﾙﾄｳｶｲ,ﾌｪﾉｰﾙﾄｳｶｲ,,,False
620590919,液状フェノール「東海」,ｴｷ,ｴｷ,,,False
620591616,クロルヘキシジングルコン酸塩消毒液２０％「ヤクハン」,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝ,,,False
620592801,アルキルジアミノエチルグリシン塩酸塩消毒用液１０％「ＮＰ」,アルキルジアミノエチルグリシン塩酸塩外用液１０％,アルキルジアミノエチルグリシン塩酸塩外用液１０％,,,False
620594801,消毒用アルコール配合液「ＮＰ」,ｼｮｳﾄﾞｸﾖｳｱﾙｺｰﾙﾊｲｺﾞｳｴｷ,ｼｮｳﾄﾞｸﾖｳｱﾙｺｰﾙﾊｲｺﾞｳｴｷ,,,False
620596301,ハイポエタノール液２％「ニッコー」,チオ硫酸ナトリウム・エタノール配合外用液,チオ硫酸ナトリウム・エタノール配合外用液,,,False
620598901,クロロマイセチン局所用液５％　５０ｍｇ,ｸﾛﾛﾏｲｾﾁﾝｷｮｸｼｮﾖｳｴｷ5%,ｸﾛﾛﾏｲｾﾁﾝｷｮｸｼｮﾖｳｴｷ5%,,,False
620599402,ゲンタマイシン硫酸塩軟膏０．１％「Ｆ」　１ｍｇ,ｹﾞﾝﾀﾏｲｼﾝﾘｭｳ,ｹﾞﾝﾀﾏｲｼﾝﾘｭｳ,,,False
620600001,ソフラチュール貼付剤１０ｃｍ　（１０．８ｍｇ）１０ｃｍ×１０ｃｍ,ｿﾌﾗﾁｭｰﾙﾁｮｳﾌ,ｿﾌﾗﾁｭｰﾙﾁｮｳﾌ,,,False
620600201,ソフラチュール貼付剤３０ｃｍ　（３２．４ｍｇ）１０ｃｍ×３０ｃｍ,ｿﾌﾗﾁｭｰﾙﾁｮｳﾌ,ｿﾌﾗﾁｭｰﾙﾁｮｳﾌ,,,False
620600305,ポリミキシンＢ硫酸塩散５０万単位「ファイザー」,ﾎﾟﾘﾐｷｼﾝBﾘｭｳ,ﾎﾟﾘﾐｷｼﾝBﾘｭｳ,,,False
620600404,ポリミキシンＢ硫酸塩散３００万単位「ファイザー」,ﾎﾟﾘﾐｷｼﾝBﾘｭｳ,ﾎﾟﾘﾐｷｼﾝBﾘｭｳ,,,False
620602118,アンモニア水「東海」,ｱﾝﾓﾆｱｽｲﾄｳｶｲ,ｱﾝﾓﾆｱｽｲﾄｳｶｲ,,,False
620604401,テクスメテン軟膏０．１％,ﾃｸｽﾒﾃﾝﾅﾝｺｳ0.1%,ﾃｸｽﾒﾃﾝﾅﾝｺｳ0.1%,,,False
620604501,ネリゾナ軟膏０．１％,ﾈﾘｿﾞﾅﾅﾝｺｳ0.1%,ﾈﾘｿﾞﾅﾅﾝｺｳ0.1%,,,False
620604701,テクスメテン　ユニバーサル　クリーム０．１％,ﾃｸｽﾒﾃﾝﾕﾆﾊﾞｰｻﾙｸﾘｰﾑ0.1,ﾃｸｽﾒﾃﾝﾕﾆﾊﾞｰｻﾙｸﾘｰﾑ0.1,,,False
620604801,ネリゾナクリーム０．１％,ﾈﾘｿﾞﾅｸﾘｰﾑ0.1%,ﾈﾘｿﾞﾅｸﾘｰﾑ0.1%,,,False
620604901,ネリゾナユニバーサルクリーム０．１％,ﾈﾘｿﾞﾅﾕﾆﾊﾞｰｻﾙｸﾘｰﾑ0.1%,ﾈﾘｿﾞﾅﾕﾆﾊﾞｰｻﾙｸﾘｰﾑ0.1%,,,False
620605402,ベタメタゾン吉草酸エステル軟膏０．１２％「イワキ」,ベタメタゾン吉草酸エステル軟膏０．１２％,ベタメタゾン吉草酸エステル軟膏０．１２％,BETAMETHASONE,DB00443,True
620605406,ベタメタゾン吉草酸エステル軟膏０．１２％「トーワ」,ベタメタゾン吉草酸エステル軟膏０．１２％,ベタメタゾン吉草酸エステル軟膏０．１２％,BETAMETHASONE,DB00443,True
620605501,ベトネベート軟膏０．１２％,ベタメタゾン吉草酸エステル軟膏０．１２％,ベタメタゾン吉草酸エステル軟膏０．１２％,BETAMETHASONE,DB00443,True
620605802,ベタメタゾン吉草酸エステルクリーム０．１２％「ＴＣＫ」,ベタメタゾン吉草酸エステルクリーム０．１２％,ベタメタゾン吉草酸エステルクリーム０．１２％,BETAMETHASONE,DB00443,True
620606101,ベトネベートクリーム０．１２％,ベタメタゾン吉草酸エステルクリーム０．１２％,ベタメタゾン吉草酸エステルクリーム０．１２％,BETAMETHASONE,DB00443,True
620606902,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％「サトウ」,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％,BETAMETHASONE,DB00443,True
620607602,ベタメタゾンジプロピオン酸エステルクリーム０．０６４％「サトウ」,ベタメタゾンジプロピオン酸エステルクリーム０．０６４％,ベタメタゾンジプロピオン酸エステルクリーム０．０６４％,BETAMETHASONE,DB00443,True
620608511,亜鉛華軟膏「ニッコー」,ｱｴﾝｶﾅﾝｺｳﾆｯｺｰ,ｱｴﾝｶﾅﾝｺｳﾆｯｺｰ,,,False
620608525,亜鉛華軟膏「日医工」,ｱｴﾝｶﾅﾝｺｳﾆﾁｲｺｳ,ｱｴﾝｶﾅﾝｺｳﾆﾁｲｺｳ,,,False
620608700,デキサメタゾン０．１％クリーム,デキサメタゾンクリーム０．１％,デキサメタゾンクリーム０．１％,DEXAMETHASONE,DB01234,True
620608701,デキサメタゾン軟膏０．１％「イワキ」,デキサメタゾン軟膏０．１％,デキサメタゾン軟膏０．１％,DEXAMETHASONE,DB01234,True
620608901,デキサメタゾンクリーム０．１％「イワキ」,デキサメタゾンクリーム０．１％,デキサメタゾンクリーム０．１％,DEXAMETHASONE,DB01234,True
620609001,デキサメタゾンローション０．１％「イワキ」,デキサメタゾン外用液０．１％,デキサメタゾン外用液０．１％,DEXAMETHASONE,DB01234,True
620609601,トリアムシノロンアセトニドゲル０．１％「ＴＫ」,トリアムシノロンアセトニド軟膏０．１％,トリアムシノロンアセトニド軟膏０．１％,TRIAMCINOLONE,DB00620,True
620610201,トリアムシノロンアセトニドクリーム０．１％「ＴＫ」,トリアムシノロンアセトニドクリーム０．１％,トリアムシノロンアセトニドクリーム０．１％,TRIAMCINOLONE,DB00620,True
620611602,フルオシノニド軟膏０．０５％「テイコク」,フルオシノニド軟膏０．０５％,フルオシノニド軟膏０．０５％,,,False
620612702,フルオシノニドクリーム０．０５％「テイコク」,フルオシノニドクリーム０．０５％,フルオシノニドクリーム０．０５％,,,False
620615004,プレドニゾロン軟膏０．５％「ＶＴＲＳ」,プレドニゾロン軟膏０．５％,プレドニゾロン軟膏０．５％,PREDNISOLONE,DB00860,True
620615202,プレドニゾロンクリーム０．５％「ＴＣＫ」,ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｸﾘｰﾑ0.5%TC,ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｸﾘｰﾑ0.5%TC,,,False
620615602,プレドニゾロンクリーム０．５％「テイコク」,ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｸﾘｰﾑ0.5%ﾃｲ,ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｸﾘｰﾑ0.5%ﾃｲ,,,False
620615901,グリジール軟膏０．０５％,クロベタゾールプロピオン酸エステル軟膏０．０５％,クロベタゾールプロピオン酸エステル軟膏０．０５％,,,False
620615908,クロベタゾールプロピオン酸エステル軟膏０．０５％「ＭＹＫ」,クロベタゾールプロピオン酸エステル軟膏０．０５％,クロベタゾールプロピオン酸エステル軟膏０．０５％,,,False
620615910,クロベタゾールプロピオン酸エステル軟膏０．０５％「ラクール」,クロベタゾールプロピオン酸エステル軟膏０．０５％,クロベタゾールプロピオン酸エステル軟膏０．０５％,,,False
620616601,グリジールクリーム０．０５％,クロベタゾールプロピオン酸エステルクリーム０．０５％,クロベタゾールプロピオン酸エステルクリーム０．０５％,,,False
620616609,クロベタゾールプロピオン酸エステルクリーム０．０５％「ＭＹＫ」,クロベタゾールプロピオン酸エステルクリーム０．０５％,クロベタゾールプロピオン酸エステルクリーム０．０５％,,,False
620616611,クロベタゾールプロピオン酸エステルクリーム０．０５％「ラクール」,クロベタゾールプロピオン酸エステルクリーム０．０５％,クロベタゾールプロピオン酸エステルクリーム０．０５％,,,False
620617402,クロベタゾールプロピオン酸エステルローション０．０５％ラクール,クロベタゾールプロピオン酸エステル外用液０．０５％,クロベタゾールプロピオン酸エステル外用液０．０５％,,,False
620617603,クロベタゾールプロピオン酸エステルローション０．０５％「ＭＹＫ」,クロベタゾールプロピオン酸エステル外用液０．０５％,クロベタゾールプロピオン酸エステル外用液０．０５％,,,False
620620901,リドメックスコーワ軟膏０．３％,プレドニゾロン吉草酸エステル酢酸エステル軟膏０．３％,プレドニゾロン吉草酸エステル酢酸エステル軟膏０．３％,PREDNISOLONE,DB00860,True
620621301,リドメックスコーワクリーム０．３％,プレドニゾロン吉草酸エステル酢酸エステルクリーム０．３％,プレドニゾロン吉草酸エステル酢酸エステルクリーム０．３％,PREDNISOLONE,DB00860,True
620621701,リドメックスコーワローション０．３％,ﾘﾄﾞﾒｯｸｽｺｰﾜﾛｰｼｮﾝ0.3%,ﾘﾄﾞﾒｯｸｽｺｰﾜﾛｰｼｮﾝ0.3%,,,False
620623901,ダイアコート軟膏０．０５％,ﾀﾞｲｱｺｰﾄﾅﾝｺｳ0.05%,ﾀﾞｲｱｺｰﾄﾅﾝｺｳ0.05%,,,False
620624401,ダイアコートクリーム０．０５％,ﾀﾞｲｱｺｰﾄｸﾘｰﾑ0.05%,ﾀﾞｲｱｺｰﾄｸﾘｰﾑ0.05%,,,False
620625401,マイザー軟膏０．０５％,ﾏｲｻﾞｰﾅﾝｺｳ0.05%,ﾏｲｻﾞｰﾅﾝｺｳ0.05%,,,False
620625701,ジフルプレドナート軟膏０．０５％「イワキ」,ｼﾞﾌﾙﾌﾟﾚﾄﾞﾅｰﾄﾅﾝｺｳ0.05,ｼﾞﾌﾙﾌﾟﾚﾄﾞﾅｰﾄﾅﾝｺｳ0.05,,,False
620626201,マイザークリーム０．０５％,ﾏｲｻﾞｰｸﾘｰﾑ0.05%,ﾏｲｻﾞｰｸﾘｰﾑ0.05%,,,False
620626501,ジフルプレドナートクリーム０．０５％「イワキ」,ｼﾞﾌﾙﾌﾟﾚﾄﾞﾅｰﾄｸﾘｰﾑ0.05,ｼﾞﾌﾙﾌﾟﾚﾄﾞﾅｰﾄｸﾘｰﾑ0.05,,,False
620627001,ジフルプレドナートローション０．０５％「イワキ」,ｼﾞﾌﾙﾌﾟﾚﾄﾞﾅｰﾄﾛｰｼｮﾝ0.0,ｼﾞﾌﾙﾌﾟﾚﾄﾞﾅｰﾄﾛｰｼｮﾝ0.0,,,False
620630401,フルコートＦ軟膏,ﾌﾙｺｰﾄFﾅﾝｺｳ,ﾌﾙｺｰﾄFﾅﾝｺｳ,,,False
620631201,ベトノバールＧ軟膏０．１２％,ﾍﾞﾄﾉﾊﾞｰﾙGﾅﾝｺｳ0.12%,ﾍﾞﾄﾉﾊﾞｰﾙGﾅﾝｺｳ0.12%,,,False
620631801,ベトノバールＧクリーム０．１２％,ﾍﾞﾄﾉﾊﾞｰﾙGｸﾘｰﾑ0.12%,ﾍﾞﾄﾉﾊﾞｰﾙGｸﾘｰﾑ0.12%,,,False
620632715,亜鉛華デンプン「コザカイ・Ｍ」,ｱｴﾝｶﾃﾞﾝﾌﾟﾝｺｻﾞｶｲM,ｱｴﾝｶﾃﾞﾝﾌﾟﾝｺｻﾞｶｲM,,,False
620633339,チンク油「日医工」,ﾁﾝｸﾕﾆﾁｲｺｳ,ﾁﾝｸﾕﾆﾁｲｺｳ,,,False
620634501,ボチシート２０％,亜鉛華軟膏貼付剤２０％,亜鉛華軟膏貼付剤２０％,ZINC,DB01593,True
620634709,トウガラシチンキ「ニッコー」,ﾄｳｶﾞﾗｼﾁﾝｷﾆｯｺｰ,ﾄｳｶﾞﾗｼﾁﾝｷﾆｯｺｰ,,,False
620634911,次没食子酸ビスマス「ニッコー」,ｼﾞﾎﾞｯｼｮｸｼ,ｼﾞﾎﾞｯｼｮｸｼ,,,False
620637903,イドメシンパップ７０ｍｇ　１０ｃｍ×１４ｃｍ,ｲﾄﾞﾒｼﾝﾊﾟｯﾌﾟ70MG,ｲﾄﾞﾒｼﾝﾊﾟｯﾌﾟ70MG,,,False
620638601,コリフメシンパップ７０ｍｇ　１０ｃｍ×１４ｃｍ,ｺﾘﾌﾒｼﾝﾊﾟｯﾌﾟ70MG,ｺﾘﾌﾒｼﾝﾊﾟｯﾌﾟ70MG,,,False
620639002,インドメタシンパップ７０ｍｇ「ハラサワ」　１０ｃｍ×１４ｃｍ,ｲﾝﾄﾞﾒﾀｼﾝﾊﾟｯﾌﾟ70MGﾊﾗｻ,ｲﾝﾄﾞﾒﾀｼﾝﾊﾟｯﾌﾟ70MGﾊﾗｻ,,,False
620641601,ベンダザック軟膏３％「イワキ」,ﾍﾞﾝﾀﾞｻﾞｯｸﾅﾝｺｳ3%ｲﾜｷ,ﾍﾞﾝﾀﾞｻﾞｯｸﾅﾝｺｳ3%ｲﾜｷ,,,False
620642101,フエナゾール軟膏５％,ﾌｴﾅｿﾞｰﾙﾅﾝｺｳ5%,ﾌｴﾅｿﾞｰﾙﾅﾝｺｳ5%,,,False
620642301,フエナゾールクリーム５％,ﾌｴﾅｿﾞｰﾙｸﾘｰﾑ5%,ﾌｴﾅｿﾞｰﾙｸﾘｰﾑ5%,,,False
620642401,スタデルム軟膏５％,ｽﾀﾃﾞﾙﾑﾅﾝｺｳ5%,ｽﾀﾃﾞﾙﾑﾅﾝｺｳ5%,,,False
620642601,スタデルムクリーム５％,ｽﾀﾃﾞﾙﾑｸﾘｰﾑ5%,ｽﾀﾃﾞﾙﾑｸﾘｰﾑ5%,,,False
620644101,ケトプロフェンパップ３０ｍｇ「日医工」　１０ｃｍ×１４ｃｍ,ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェンパップ３０ＭＧ,,,False
